%time,field.header.seq,field.header.stamp,field.header.frame_id,field.lat,field.lon,field.alt,field.utm_east,field.utm_north,field.fix,field.zone_num,field.zone_letter
1582824751229886909,1979,1582824751226298093,,42.3373790533,-71.087145775,0.049,328060.011342,4689345.8003,5,19,T
1582824752124015445,1980,1582824752123367071,,42.3373791233,-71.0871456833,0.033,328060.019085,4689345.80789,5,19,T
1582824753030819536,1981,1582824753027148962,,42.3373808567,-71.0871414183,-0.25,328060.375176,4689345.99174,4,19,T
1582824753928750462,1982,1582824753925195932,,42.3373808733,-71.08714136,-0.256,328060.380027,4689345.99347,4,19,T
1582824754829965780,1983,1582824754826378107,,42.3373808867,-71.0871413417,-0.255,328060.381574,4689345.99492,4,19,T
1582824755727243196,1984,1582824755725758075,,42.3373808467,-71.0871414233,-0.251,328060.374737,4689345.99064,4,19,T
1582824757325028020,1985,1582824757323910951,,42.3373945733,-71.0871236933,-0.882,328061.872815,4689347.47903,5,19,T
1582824758436684291,1986,1582824758427803993,,42.3373946267,-71.0871238033,-0.876,328061.863898,4689347.48518,5,19,T
1582824759332170232,1987,1582824759328263998,,42.3373946883,-71.08712386,-0.863,328061.859398,4689347.49214,5,19,T
1582824760225468593,1988,1582824760224303007,,42.3373947867,-71.0871239033,-0.857,328061.856096,4689347.50314,5,19,T
1582824761128273304,1989,1582824761127100944,,42.337394855,-71.0871239367,-0.846,328061.853536,4689347.5108,5,19,T
1582824762021702727,1990,1582824762021239042,,42.3373948983,-71.0871239583,-0.839,328061.851869,4689347.51566,5,19,T
1582824762933635093,1991,1582824762929852962,,42.33739493,-71.0871241183,-0.822,328061.838774,4689347.5195,5,19,T
1582824763857405027,1992,1582824763845407962,,42.3373950567,-71.0871239783,-0.817,328061.850653,4689347.53328,5,19,T
1582824764729268183,1993,1582824764725742101,,42.3373952483,-71.0871238283,-0.812,328061.863533,4689347.55426,5,19,T
1582824765629040527,1994,1582824765625462055,,42.3373953283,-71.0871238917,-0.794,328061.858533,4689347.56327,5,19,T
1582824766529732244,1995,1582824766526149988,,42.3373954517,-71.0871238683,-0.779,328061.860792,4689347.57692,5,19,T
1582824767429648394,1996,1582824767425676107,,42.33739561,-71.0871237683,-0.772,328061.869462,4689347.5943,5,19,T
1582824768325626537,1997,1582824768324753046,,42.33739576,-71.087123805,-0.737,328061.86685,4689347.61103,5,19,T
1582824769445717235,1998,1582824769426739931,,42.3373959217,-71.0871236833,-0.732,328061.877314,4689347.62873,5,19,T
1582824770328286711,1999,1582824770327361106,,42.3373960583,-71.087123645,-0.716,328061.880844,4689347.64383,5,19,T
1582824771231293742,2000,1582824771228313922,,42.337396215,-71.0871235817,-0.707,328061.886489,4689347.6611,5,19,T
1582824772328374912,2001,1582824772325031042,,42.3373963617,-71.08712345,-0.69,328061.897736,4689347.67712,5,19,T
1582824773229313642,2002,1582824773225522994,,42.3373965333,-71.0871233083,-0.685,328061.909875,4689347.6959,5,19,T
1582824774329051805,2003,1582824774328123092,,42.3373966717,-71.0871232133,-0.673,328061.918078,4689347.71106,5,19,T
1582824775437051387,2004,1582824775433207988,,42.3373968517,-71.0871230917,-0.66,328061.928592,4689347.73081,5,19,T
1582824777232847346,2005,1582824777231864929,,42.3374024867,-71.0871157467,0.043,328062.54906,4689348.34168,5,19,T
1582824778327904587,2006,1582824778324702024,,42.3374025367,-71.0871156467,0.052,328062.557434,4689348.34703,5,19,T
1582824779430345144,2007,1582824779426778078,,42.3374025817,-71.0871155517,0.069,328062.565383,4689348.35183,5,19,T
1582824780528733859,2008,1582824780525113105,,42.3374026233,-71.0871154033,0.059,328062.577717,4689348.35616,5,19,T
1582824781629411010,2009,1582824781625844001,,42.3374026867,-71.08711533,0.073,328062.583931,4689348.36304,5,19,T
1582824782729520612,2010,1582824782725699901,,42.3374027267,-71.0871152367,0.085,328062.591729,4689348.3673,5,19,T
1582824783826993691,2011,1582824783826040029,,42.3374029733,-71.0871150917,0.089,328062.604347,4689348.39439,5,19,T
1582824784929563425,2012,1582824784925966024,,42.3374030233,-71.0871149767,0.092,328062.613958,4689348.39971,5,19,T
1582824786023530618,2013,1582824786022366046,,42.337403215,-71.087114755,0.095,328062.632742,4689348.42055,5,19,T
1582824787123832510,2014,1582824787123101949,,42.33740326,-71.08711466,0.104,328062.640691,4689348.42535,5,19,T
1582824788230780503,2015,1582824788227068901,,42.3374033017,-71.08711455,0.114,328062.649867,4689348.42976,5,19,T
1582824789332866678,2016,1582824789329000949,,42.3374033467,-71.08711444,0.12,328062.659052,4689348.43453,5,19,T
1582824790431090211,2017,1582824790427377939,,42.3374033883,-71.0871143717,0.129,328062.664795,4689348.43902,5,19,T
1582824791331346468,2018,1582824791327495098,,42.3374034133,-71.087114255,0.14,328062.674474,4689348.44156,5,19,T
1582824792231244192,2019,1582824792227845907,,42.3374034683,-71.0871141383,0.149,328062.684236,4689348.44743,5,19,T
1582824793127610251,2020,1582824793126487016,,42.3374035017,-71.0871140367,0.162,328062.692702,4689348.45093,5,19,T
1582824794024837859,2021,1582824794023798942,,42.3374035533,-71.08711394,0.166,328062.700807,4689348.45647,5,19,T
1582824795123066032,2022,1582824795122535943,,42.3374035967,-71.0871138183,0.176,328062.710948,4689348.46104,5,19,T
1582824796228066935,2023,1582824796224472999,,42.3374099733,-71.0870926117,0.713,328064.475414,4689349.12623,5,19,T
1582824797124283632,2024,1582824797123601913,,42.3374100517,-71.0870922583,0.72,328064.504737,4689349.13422,5,19,T
1582824798029108672,2025,1582824798025449991,,42.3374101067,-71.0870919,0.731,328064.534408,4689349.1396,5,19,T
1582824799123399917,2026,1582824799122744083,,42.33741019,-71.0870915717,0.737,328064.561684,4689349.14819,5,19,T
1582824800029621419,2027,1582824800025891065,,42.33741024,-71.0870912433,0.747,328064.58887,4689349.15308,5,19,T
1582824800930246076,2028,1582824800925477981,,42.3374103033,-71.0870908883,0.747,328064.618289,4689349.15939,5,19,T
1582824801829673447,2029,1582824801825809001,,42.3374103667,-71.087090555,0.751,328064.645923,4689349.16575,5,19,T
1582824802730729632,2030,1582824802727221965,,42.3374104267,-71.0870902317,0.759,328064.672724,4689349.17176,5,19,T
1582824803832414612,2031,1582824803827841043,,42.3374104817,-71.0870898917,0.773,328064.700884,4689349.17718,5,19,T
1582824804927346181,2032,1582824804926377058,,42.3374105167,-71.087089605,0.783,328064.724596,4689349.18049,5,19,T
1582824806034501684,2033,1582824806031126976,,42.33741054,-71.087089365,0.799,328064.744432,4689349.18259,5,19,T
1582824807122619084,2034,1582824807122467041,,42.33741058,-71.087089095,0.812,328064.766784,4689349.18649,5,19,T
1582824808227998844,2035,1582824808226950883,,42.337410755,-71.0870885467,0.787,328064.812435,4689349.20481,5,19,T
1582824809335012827,2036,1582824809331458091,,42.33741081,-71.0870882417,0.797,328064.837712,4689349.2103,5,19,T
1582824810229024004,2037,1582824810225399971,,42.33741089,-71.0870879483,0.81,328064.862096,4689349.21859,5,19,T
1582824811142488340,2038,1582824811141824007,,42.3374109517,-71.08708758,0.808,328064.892609,4689349.2247,5,19,T
1582824812033393637,2039,1582824812029726982,,42.3374123883,-71.0870760233,1.327,328065.848607,4689349.36086,5,19,T
1582824812931940798,2040,1582824812927236080,,42.3374125017,-71.087075605,1.304,328065.88338,4689349.3726,5,19,T
